position	mod	avg_n_valid_cov	gene_id	region	half_life	mean_CPM	mean_stoich	tail_group	tail_length
4_18010867_18010868	m6A	35	AT4G38510	3'UTR	1368.142419	80.5203061076572	0.0793200447210137	short	42
2_17895187_17895188	m6A	555	AT2G43030	CDS	436.9663651	437.307525324413	0.00224785505570707	long	120
1_4609675_4609676	m6A	1810	AT1G13440	CDS	59.03440097	1450.09328840375	0.00105767007635678	short	24
3_18314777_18314778	m6A	34	AT3G49390	3'UTR	754.3327273	23.7629117321343	0.45625297680863	short	50
1_9315855_9315856	m6A	311	AT1G26880	CDS	187.1848151	307.483309794121	0.160666663176303	short	20
5_25526568_25526569	m6A	25	AT5G63780	3'UTR	53.32033636	20.0128882944879	0.135866222770866	short	39
2_7564896_7564897	m6A	133	AT2G17420	CDS	457.243995	95.1930666010781	0.00668711536663047	short	9
1_6945038_6945039	m6A	13	AT1G20020	3'UTR	199.2051694	316.472399251735	0.0260045144085578	long	205
5_8865387_8865388	m6A	322.5	AT5G25460	CDS	228.8941521	159.777841109059	0.00650757849383159	medium	97
5_22688321_22688322	m6A	196	AT5G56030	CDS	258.4720013	185.104641280427	0.00968253955600934	short	39
2_15573595_15573596	m6A	15.5	AT2G37050	3'UTR	182.0160651	13.3372115405739	0.340769227271328	long	145
2_10063436_10063437	m6A	458	AT2G23670	CDS	128.2763215	0	0.00508877055077688	short	20
5_1054119_1054120	m6A	36.5	AT5G03905	3'UTR	88.76740209	13.8290052199505	0.327724890040237	long	110
3_5594267_5594268	m6A	591	AT3G16460	CDS	564.909565	182.169037038953	0.00385564922875592	medium	79
1_18594375_18594376	m6A	73	AT1G50200	CDS	606.9636836	96.3589119468762	0.0406476394032204	medium	69
1_6773459_6773460	m6A	477.5	AT1G19570	3'UTR	641.3312466	641.119523786315	0.0117113376667393	medium	59
5_26411152_26411153	m6A	578.5	AT5G66040	3'UTR	7045.655675	369.366634451578	0.0046161016752199	short	37
4_7351932_7351933	m6A	33	AT4G12420	CDS	117.5853594	47.0570705345629	0.0740561998010483	long	152
3_4009695_4009696	m6A	35	AT3G12620	CDS	434.3262934	20.9221102193913	0.177064106755563	short	20
4_15099968_15099969	m6A	102.5	AT4G30993	3'UTR	176.6793501	52.255778663089	0.115801742780918	short	15
5_291212_291213	m6A	284	AT5G01750	3'UTR	531.2007206	260.836356309926	0.0198036261312147	long	142
4_8520059_8520060	m6A	399.5	AT4G14880	5'UTR	63597432401	329.185296222808	0.00959404774664454	medium	60
1_21680421_21680422	m6A	48.5	AT1G58360	3'UTR	104.2295513	91.1036359493337	0.130583874235107	short	25
3_20453026_20453027	m6A	43	AT3G55170	3'UTR	245.7133579	61.9985284058112	0.152526938835803	short	28
4_9714485_9714486	m6A	587.5	AT4G17390	CDS	180.8641676	413.459761788754	0.0282348616352029	short	14
5_4539138_4539139	m6A	91.5	AT5G14060	3'UTR	157.7579576	77.9926958848251	0.10076526219342	medium	73
1_28159058_28159059	m6A	432.5	AT1G74970	CDS	1168.34562	395.689576361695	0.0116851301197798	medium	84
1_1923247_1923248	m6A	13	AT1G06290	CDS	322.4567167	25.699986865906	0.183707263262794	long	107
3_19398184_19398185	m6A	467.5	AT3G52300	3'UTR	283.5314502	281.829176365588	0.0313735057666932	short	22
3_18504811_18504812	m6A	12	AT3G49910	3'UTR	204.5225086	794.775626979685	0.00651323098862025	medium	63
5_1277_1278	m6A	26	AT5G01010	3'UTR	376.0523866	33.1662542607587	0.161873431293474	medium	82
2_1823782_1823783	m6A	6814.5	AT2G05100	CDS	126.7452105	3099.94157307662	0.000740499311964253	short	9
5_2506678_2506679	m6A	19	AT5G07840	3'UTR	NA	9.4457684303866	0.34278595305399	medium	78
1_1190529_1190530	m6A	685.5	AT1G04410	CDS	259.3871595	571.035257921824	0.00675247094630273	short	40
2_11763272_11763273	m6A	32.5	AT2G27530	3'UTR	208.2161854	390.064541205225	0.00268472581834737	long	106
2_11764016_11764017	m6A	561	AT2G27530	CDS	208.2161854	390.064541205225	0.00268472581834737	long	148
4_11160862_11160863	m6A	90	AT4G20850	3'UTR	932.3594179	58.8890295152408	0.136717830217065	long	191
1_18237186_18237187	m6A	26	AT1G49300	3'UTR	210.6300066	45.8205153524944	0.0375481386392811	medium	80
5_18629585_18629586	m6A	82	AT5G45930	3'UTR	162.9783832	55.3338210192329	0.103221225772875	medium	60
1_14025352_14025353	m6A	163	AT1G36980	CDS	241.6965185	103.630619335783	0.0791154896195095	short	10
1_18237167_18237168	m6A	43.5	AT1G49300	3'UTR	210.6300066	45.8205153524944	0.0375481386392811	short	29
1_2459715_2459716	m6A	413.5	AT1G07930	CDS	1385.595814	430.930431160428	0.0173375412648871	short	15
4_17555497_17555498	m6A	368	AT4G37300	CDS	58.82936917	171.354170736914	0.00735151360515228	medium	72
3_20026488_20026489	m6A	33	AT3G54080	3'UTR	90.62843375	23.3540304556543	0.0355416853261681	medium	98
3_20453026_20453027	m6A	43	AT3G55170	3'UTR	245.7133579	61.9985284058112	0.152526938835803	short	49
5_21792415_21792416	m6A	25.5	AT5G53650	3'UTR	127.1515028	62.4389974010089	0.179675976611836	long	105
4_17696104_17696105	m6A	32	AT4G37660	3'UTR	280.4884919	29.2262790697697	0.198249013846659	medium	60
3_5594267_5594268	m6A	591	AT3G16460	CDS	564.909565	182.169037038953	0.00385564922875592	long	173
3_510070_510071	m6A	1494.5	AT3G02470	5'UTR	NA	531.876277355991	0.00321721130860689	long	119
4_12708838_12708839	m6A	104	AT4G24620	3'UTR	359.5303016	75.1801783065903	0.154592681780022	medium	71
3_2860513_2860514	m6A	53.5	AT3G09300	3'UTR	154.0672355	28.5193320140033	0.0509910862031179	long	127
3_2079871_2079872	m6A	132.5	AT3G06650	CDS	385.0030607	70.2663775334669	0.0629791205422435	short	10
3_5802713_5802714	m6A	222	AT3G17020	3'UTR	5476.984242	139.465903491914	0.113774729038351	short	36
4_13408482_13408483	m6A	50	AT4G26570	3'UTR	723.415082	37.5123083333977	0.327977372549629	long	168
3_18159841_18159842	m6A	266	AT3G48990	CDS	190.1286699	229.733095362936	0.00873217814750389	short	42
5_21983432_21983433	m6A	540	AT5G54160	CDS	202.5194511	308.251112046483	0.00480746816553675	medium	77
5_3374469_3374470	m6A	29.5	AT5G10690	CDS	78.37844217	20.8231164486128	0.225403158255138	long	128
3_18159841_18159842	m6A	266	AT3G48990	CDS	190.1286699	229.733095362936	0.00873217814750389	short	0
1_29932535_29932536	m6A	16	AT1G79560	3'UTR	200.9544264	24.5589979190052	0.253911742889482	short	32
4_5646674_5646675	m6A	271	AT4G08870	CDS	291.7664171	201.177456532002	0.0218476645174525	medium	61
5_9209684_9209685	m6A	764	AT5G26280	CDS	339.7892758	120.487446817295	0.00620322383549336	medium	100
4_842205_842206	m6A	138.5	AT4G01940	CDS	282.6159988	80.4342713424374	0.0724594227961766	medium	77
2_1823782_1823783	m6A	6814.5	AT2G05100	CDS	126.7452105	3099.94157307662	0.000740499311964253	short	15
5_21983432_21983433	m6A	540	AT5G54160	CDS	202.5194511	308.251112046483	0.00480746816553675	medium	51
1_30314382_30314383	m6A	18.5	AT1G80640	3'UTR	121.4120849	15.198081292143	0.177716123233802	long	161
2_7303993_7303994	m6A	45	AT2G16860	3'UTR	217.4190808	27.9816880994866	0.154875090788129	short	19
2_14464684_14464685	m6A	291.5	AT2G34250	3'UTR	629.2548478	188.157572301981	0.0305299224997955	long	151
3_5121531_5121532	m6A	85.5	AT3G15210	CDS	20.96179305	73.474870194816	0.0203767054036878	long	116
4_1249460_1249461	m6A	48	AT4G02790	3'UTR	117.2954485	41.3047576728064	0.193016789661261	short	48
1_5779236_5779237	m6A	14	AT1G16900	3'UTR	94.31683628	14.2322914982233	0.339637966200466	long	168
1_7297429_7297430	m6A	47.5	AT1G20950	3'UTR	313.4299271	49.9544399163222	0.147887055135111	short	15
5_651700_651701	m6A	143	AT5G02840	3'UTR	60.13733105	35.6090126800663	0.0677737651147216	short	50
1_7453468_7453469	m6A	1165	AT1G21310	3'UTR	808.9180337	410.883187528201	0.00297127232849726	medium	68
1_21044733_21044734	m6A	66.5	AT1G56220	3'UTR	34.75620921	86.2301930676514	0.00701514435759257	long	110
5_26872966_26872967	m6A	122.5	AT5G67360	CDS	155.4322605	141.029791931148	0.0157518436929081	medium	72
2_11216610_11216611	m6A	72	AT2G26340	3'UTR	154.0756189	62.8087565599362	0.0822828628995351	short	28
2_1823408_1823409	m6A	7795.5	AT2G05100	3'UTR	126.7452105	3099.94157307662	0.000740499311964253	long	111
3_5802831_5802832	m6A	170	AT3G17020	CDS	5476.984242	139.465903491914	0.113774729038351	long	106
1_6462183_6462184	m6A	222	AT1G18730	3'UTR	108.8010221	137.929496382775	0.0323918248534035	medium	53
2_15168757_15168758	m6A	226	AT2G36145	CDS	185.0464089	93.516042423812	0.0907461865505856	short	11
3_3960473_3960474	m6A	128.5	AT3G12490	3'UTR	832.5079655	108.913039765571	0.0483815970982675	medium	98
3_4926211_4926212	m6A	200.5	AT3G14660	CDS	58.99076273	77.8795601467924	0.017097231596309	medium	81
2_10123789_10123790	m6A	40	AT2G23780	CDS	99.67935308	31.9014151441821	0.190172619789758	long	108
1_20668632_20668633	m6A	29.5	AT1G55360	5'UTR	125.7543702	57.9090977540669	0.0488295046396241	medium	75
1_11601821_11601822	m6A	62.5	AT1G32200	3'UTR	163.174097	47.6106752677931	0.128116430534996	medium	69
3_2202037_2202038	m6A	14.5	AT3G06980	CDS	103.5350669	31.2912425419355	0.150796180648748	long	138
3_19627793_19627794	m6A	710	AT3G52930	CDS	752.2721003	453.055075329143	0.0123503590940364	medium	64
2_540596_540597	m6A	327	AT2G02130	3'UTR	1227.456708	236.34600021687	0.00391128516534106	medium	92
4_8242663_8242664	m6A	606.5	AT4G14320	3'UTR	683.2563446	452.861223808229	0.0160936228093785	long	118
2_15472819_15472820	m6A	78.5	AT2G36870	3'UTR	241.9338819	107.52206244597	0.0433888343346391	medium	100
3_17088588_17088589	m6A	230	AT3G46430	3'UTR	298.8434234	142.179427299371	0.0770418294287017	short	11
2_10183072_10183073	m6A	159	AT2G23930	3'UTR	462.2942103	161.709420696899	0.00745598844742099	medium	55
5_1303456_1303457	m6A	38	AT5G04550	3'UTR	109.9608979	28.5070088982088	0.0905853449550029	short	18
5_5363947_5363948	m6A	174	AT5G16400	CDS	183.5112012	106.101661689598	0.118453202649113	short	44
5_23207044_23207045	m6A	677.5	AT5G57290	3'UTR	834.7587898	432.320946704697	0.075105674239608	medium	65
4_5777334_5777335	m6A	527	AT4G09000	3'UTR	165.5284351	336.711190707796	0.00509519655756761	long	131
5_7303254_7303255	m6A	36.5	AT5G22050	3'UTR	44.94119527	17.2256410157582	0.233130426856018	short	45
4_16086541_16086542	m6A	41.5	AT4G33430	3'UTR	743.2875499	33.2652480315373	0.175980661273053	short	35
3_21995842_21995843	m6A	646	AT3G59540	3'UTR	257.803111	508.224433351567	0.0459187678950603	short	39
2_18074279_18074280	m6A	214.5	AT2G43560	CDS	65.59366143	95.2779184046026	0.00433054814504646	long	191
3_22034053_22034054	m6A	35	AT3G59650	3'UTR	111.3881205	36.5748024739861	0.252928244327839	short	26
1_1189812_1189813	m6A	918.5	AT1G04410	CDS	259.3871595	571.035257921824	0.00675247094630273	medium	99
4_9587707_9587708	m6A	254.5	AT4G17040	CDS	273.5795214	119.87934222537	0.0266860324038871	short	46
4_10238718_10238719	m6A	30.5	AT4G18593	3'UTR	114.1652704	19.1036663695844	0.251757839742611	short	43
2_12359102_12359103	m6A	273.5	AT2G28800	CDS	338.547383	217.260611835182	0.0260120372722821	short	15
3_15664597_15664598	m6A	216.5	AT3G43810	3'UTR	2418.900352	131.824436944081	0.00787274287812573	short	45
4_5777334_5777335	m6A	527	AT4G09000	3'UTR	165.5284351	336.711190707796	0.00509519655756761	short	34
4_8047969_8047970	m6A	211.5	AT4G13930	3'UTR	585.9739954	302.040052201633	0.00798490966841809	medium	59
5_10540489_10540490	m6A	62.5	AT5G28540	3'UTR	171.1118261	113.815651484192	0.0554400515484381	short	14
5_24121647_24121648	m6A	747	AT5G59880	3'UTR	1418.973769	357.437749710443	0.00360959636718216	short	34
4_8093189_8093190	m6A	90.5	AT4G14010	CDS	111.2831861	0	0.0113083420027646	medium	80
3_8928189_8928190	m6A	12	AT3G24506	3'UTR	133.2224234	37.9810612631035	0.164004457379353	medium	76
1_18951652_18951653	m6A	97.5	AT1G51160	3'UTR	178.6991381	54.2156421854367	0.210031738890216	long	146
5_799050_799051	m6A	121.5	AT5G03300	3'UTR	230.0933463	90.7621607249147	0.00831617923189368	short	10
2_19447036_19447037	m6A	2714	AT2G47400	CDS	236.6130615	1509.78220602151	0.00260143800029848	medium	93
2_17059148_17059149	m6A	94.5	AT2G40890	CDS	111.7365156	71.6726363225843	0.0222074342533567	short	15
3_2991476_2991477	m6A	82.5	AT3G09740	3'UTR	1816.322567	77.467375086103	0.018280065025897	short	38
3_3165477_3165478	m6A	90.5	AT3G10230	CDS	84.29821207	47.8787081966624	0.0461257769880727	long	101
4_12663022_12663023	m6A	56.5	AT4G24520	3'UTR	275.3070678	45.5518179746669	0.200043580260114	long	103
4_9587707_9587708	m6A	254.5	AT4G17040	CDS	273.5795214	119.87934222537	0.0266860324038871	long	108
1_26430730_26430731	m6A	35	AT1G70190	CDS	127.3506409	29.5010826266367	0.211571008062236	short	37
5_6836438_6836439	m6A	221	AT5G20250	CDS	54.0029026	45.5942438764291	0.0150168857651496	medium	83
2_9830213_9830214	m6A	1096	AT2G23090	CDS	6.40289e+19	564.369088032294	0.0040895879164915	medium	74
1_2463275_2463276	m6A	561.5	AT1G07940	3'UTR	3834.575893	438.573951200136	0.0160510727398307	medium	87
5_17980266_17980267	m6A	436	AT5G44580	3'UTR	709.2873552	249.123737098245	0.00835202140171714	long	162
2_11291209_11291210	m6A	30.5	AT2G26550	3'UTR	102.1217856	19.4875674957657	0.169949716877524	long	106
2_14300921_14300922	m6A	536.5	AT2G33800	3'UTR	608.2823616	292.695345552346	0.034860748289062	medium	87
2_1574768_1574769	m6A	226	AT2G04520	3'UTR	361.0870513	156.270299125053	0.0583236580635611	short	48
3_19398184_19398185	m6A	467.5	AT3G52300	3'UTR	283.5314502	281.829176365588	0.0313735057666932	long	119
4_8242663_8242664	m6A	606.5	AT4G14320	3'UTR	683.2563446	452.861223808229	0.0160936228093785	long	126
3_5121531_5121532	m6A	85.5	AT3G15210	CDS	20.96179305	73.474870194816	0.0203767054036878	medium	98
5_14805385_14805386	m6A	159.5	AT5G37360	3'UTR	126.1955278	112.890474181545	0.0499074393272029	short	47
5_14805385_14805386	m6A	159.5	AT5G37360	3'UTR	126.1955278	112.890474181545	0.0499074393272029	medium	72
3_6549002_6549003	m6A	17.5	AT3G18990	3'UTR	154.5404916	26.1790509943738	0.349474133097636	long	110
4_2326882_2326883	m6A	115.5	AT4G04610	3'UTR	526.6103071	133.798442433682	0.0242695134536782	medium	98
1_30404551_30404552	m6A	466	AT1G80920	5'UTR	61.56800842	57.0564436981797	0.00734667495196079	long	149
1_18237186_18237187	m6A	26	AT1G49300	3'UTR	210.6300066	45.8205153524944	0.0375481386392811	long	118
1_26363628_26363629	m6A	56	AT1G70000	3'UTR	38.733346	26.1632442496797	0.105647844723475	short	29
1_18504246_18504247	m6A	199.5	AT1G49970	CDS	562.4145598	120.212281710059	0.108507602471258	short	27
5_6956781_6956782	m6A	95	AT5G20570	3'UTR	211.698709	90.1944140244303	0.167441024191234	short	18
1_16708092_16708093	m6A	206	AT1G44000	3'UTR	79.38767091	66.2031628059095	0.014543705114967	medium	92
3_5802831_5802832	m6A	170	AT3G17020	CDS	5476.984242	139.465903491914	0.113774729038351	medium	73
1_12030195_12030196	m6A	24.5	AT1G33170	CDS	285.9207041	18.5217777018459	0.26469412641172	long	111
4_11426132_11426133	m6A	67.5	AT4G21450	5'UTR	155.746957	35.7080064508449	0.15336055453619	long	129
5_360910_360911	m6A	50.5	AT5G01920	3'UTR	48.6847007	37.1284072072164	0.0182696233852039	medium	80
1_14025352_14025353	m6A	163	AT1G36980	CDS	241.6965185	103.630619335783	0.0791154896195095	short	47
1_25710862_25710863	m6A	61.5	AT1G68520	5'UTR	12.20506093	14.7858962314535	0.0192780615205557	long	110
2_13387035_13387036	m6A	24.5	AT2G31400	3'UTR	1222.763376	92.9079378318866	0.0842208732848412	medium	90
2_18841178_18841179	m6A	156	AT2G45740	3'UTR	100.555778	108.245370786249	0.0837959083352482	medium	87
4_8022210_8022211	m6A	141.5	AT4G13850	3'UTR	246.8947318	164.323950733576	0.00585175948594653	short	28
5_17980266_17980267	m6A	436	AT5G44580	3'UTR	709.2873552	249.123737098245	0.00835202140171714	medium	52
2_15472819_15472820	m6A	78.5	AT2G36870	3'UTR	241.9338819	107.52206244597	0.0433888343346391	medium	55
1_29484446_29484447	m6A	604	AT1G78370	CDS	508.876562	628.568392486	0.00355469829057194	short	24
2_7566398_7566399	m6A	142	AT2G17420	3'UTR	457.243995	95.1930666010781	0.00668711536663047	long	105
2_7564896_7564897	m6A	133	AT2G17420	CDS	457.243995	95.1930666010781	0.00668711536663047	long	142
2_1589961_1589962	m6A	30	AT2G04550	3'UTR	56.67570008	12.4138476484163	0.226956195024629	short	21
1_6462183_6462184	m6A	222	AT1G18730	3'UTR	108.8010221	137.929496382775	0.0323918248534035	long	116
5_4945464_4945465	m6A	293	AT5G15230	CDS	66.44087369	219.743728145931	0.00562876441486146	short	43
3_5710300_5710301	m6A	135.5	AT3G16780	3'UTR	195.9351645	112.124739939504	0.0986433258271579	long	168
3_19398184_19398185	m6A	467.5	AT3G52300	3'UTR	283.5314502	281.829176365588	0.0313735057666932	short	38
1_4761263_4761264	m6A	1192	AT1G13930	CDS	421.6928457	1914.23633427008	0.00129189519944002	medium	79
1_18951652_18951653	m6A	97.5	AT1G51160	3'UTR	178.6991381	54.2156421854367	0.210031738890216	long	120
3_19235800_19235801	m6A	38.5	AT3G51850	3'UTR	194.055949	29.3172370523337	0.197547467800352	long	226
5_6464175_6464176	m6A	330.5	AT5G19220	CDS	174.2862776	123.742501401049	0.0193398520109469	short	7
5_26937160_26937161	m6A	132.5	AT5G67500	3'UTR	325.8404463	89.9660745380438	0.0757866727633013	short	46
5_1946696_1946697	m6A	79	AT5G06360	3'UTR	165.34123	84.4279591954198	0.0815573690279849	short	14
3_3848146_3848147	m6A	19	AT3G12080	CDS	101.5498862	26.4905775068447	0.220018034257726	long	137
5_24121647_24121648	m6A	747	AT5G59880	3'UTR	1418.973769	357.437749710443	0.00360959636718216	short	33
5_26547236_26547237	m6A	51.5	AT5G66490	3'UTR	37.48822273	18.1237346084105	0.04	short	43
5_24878571_24878572	m6A	24	AT5G61960	3'UTR	117.3858696	31.7458535043872	0.225471048687196	short	20
3_6613774_6613775	m6A	23.5	AT3G19130	CDS	111.5787207	41.6745168317337	0.252895067310695	long	153
5_24121647_24121648	m6A	747	AT5G59880	3'UTR	1418.973769	357.437749710443	0.00360959636718216	medium	93
1_16708092_16708093	m6A	206	AT1G44000	3'UTR	79.38767091	66.2031628059095	0.014543705114967	medium	53
5_6956781_6956782	m6A	95	AT5G20570	3'UTR	211.698709	90.1944140244303	0.167441024191234	medium	79
1_23883057_23883058	m6A	23	AT1G64350	CDS	104.0521423	16.1497291188087	0.274458046990926	medium	59
3_5347869_5347870	m6A	66	AT3G15810	3'UTR	43.76474639	60.0528068507176	0.0861261782838549	medium	85
1_2049697_2049698	m6A	87.5	AT1G06690	3'UTR	115.1894801	45.749805516224	0.150067691567978	long	139
4_8242732_8242733	m6A	562	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	long	112
5_17979652_17979653	m6A	387	AT5G44580	CDS	709.2873552	249.123737098245	0.00835202140171714	short	41
3_3605282_3605283	m6A	37.5	AT3G11450	3'UTR	56.20350379	33.7340009612431	0.182451705503586	medium	77
1_28009618_28009619	m6A	23.5	AT1G74530	3'UTR	144.5791869	17.1862287489989	0.106557662097828	short	33
1_9315855_9315856	m6A	311	AT1G26880	CDS	187.1848151	307.483309794121	0.160666663176303	medium	54
4_8268032_8268033	m6A	29.5	AT4G14360	CDS	185.0465118	28.0806818702652	0.202611233826282	long	110
5_5363947_5363948	m6A	174	AT5G16400	CDS	183.5112012	106.101661689598	0.118453202649113	short	17
5_21792415_21792416	m6A	25.5	AT5G53650	3'UTR	127.1515028	62.4389974010089	0.179675976611836	long	117
2_14660317_14660318	m6A	17.5	AT2G34750	3'UTR	96.48784317	48.3926194874099	0.216862164096476	short	12
5_4539138_4539139	m6A	91.5	AT5G14060	3'UTR	157.7579576	77.9926958848251	0.10076526219342	short	26
4_8242732_8242733	m6A	562	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	long	101
3_3852009_3852010	m6A	27	AT3G12080	3'UTR	101.5498862	26.4905775068447	0.220018034257726	medium	85
4_8047969_8047970	m6A	211.5	AT4G13930	3'UTR	585.9739954	302.040052201633	0.00798490966841809	medium	77
2_14960973_14960974	m6A	15.5	AT2G35620	3'UTR	241.7148949	15.7092601236111	0.368042681379412	medium	51
2_10063436_10063437	m6A	458	AT2G23670	CDS	128.2763215	0	0.00508877055077688	short	19
5_4388346_4388347	m6A	1237.5	AT5G13630	CDS	267.9811755	724.016014497652	0.00216570457661676	short	22
2_18814789_18814790	m6A	51	AT2G45670	3'UTR	170.4729277	35.722148418099	0.194756972065826	medium	60
5_13360526_13360527	m6A	170.5	AT5G35100	CDS	138.3305296	68.7894089080791	0.0621883070519562	short	16
3_20453026_20453027	m6A	43	AT3G55170	3'UTR	245.7133579	61.9985284058112	0.152526938835803	medium	51
5_21792415_21792416	m6A	25.5	AT5G53650	3'UTR	127.1515028	62.4389974010089	0.179675976611836	medium	93
2_12359102_12359103	m6A	273.5	AT2G28800	CDS	338.547383	217.260611835182	0.0260120372722821	medium	67
4_13286022_13286023	m6A	302	AT4G26230	5'UTR	108.6738445	268.001605214523	0.00410172348936684	medium	66
3_21428704_21428705	m6A	293	AT3G57870	3'UTR	261.2261069	128.316894960075	0.00660937091004275	long	101
3_8462756_8462757	m6A	25.5	AT3G23580	3'UTR	191.9860729	24.7287015260541	0.32318775385459	medium	85
4_18010867_18010868	m6A	35	AT4G38510	3'UTR	1368.142419	80.5203061076572	0.0793200447210137	medium	58
2_1993727_1993728	m6A	1064	AT2G05440	CDS	39.88919836	467.877193431394	0.00232020235568093	short	30
3_190799_190800	m6A	202	AT3G01480	3'UTR	256.1765603	121.39873675252	0.0245919560368586	long	104
2_1687215_1687216	m6A	35.5	AT2G04800	3'UTR	413.9704462	5.25527599754247	0.0507524895839432	long	150
1_5711807_5711808	m6A	107.5	AT1G16700	3'UTR	2348.683006	59.9679550471932	0.0423882139906481	short	41
5_6956781_6956782	m6A	95	AT5G20570	3'UTR	211.698709	90.1944140244303	0.167441024191234	medium	53
2_18755085_18755086	m6A	46.5	AT2G45520	3'UTR	233.6445586	36.0613397787318	0.229020064748576	long	127
4_8022210_8022211	m6A	141.5	AT4G13850	3'UTR	246.8947318	164.323950733576	0.00585175948594653	medium	78
4_14403455_14403456	m6A	61.5	AT4G29220	3'UTR	157.2872422	41.2588518237741	0.193976428352095	long	115
3_10350739_10350740	m6A	134	AT3G27890	3'UTR	135.3287906	62.4389974010089	0.133294730095932	medium	88
1_28272791_28272792	m6A	758.5	AT1G75350	3'UTR	750.2789379	467.602626127599	0.0260718631230852	medium	91
5_2808845_2808846	m6A	94.5	AT5G08650	CDS	215.7612932	58.4061346182809	0.114724989418484	long	127
3_20453026_20453027	m6A	43	AT3G55170	3'UTR	245.7133579	61.9985284058112	0.152526938835803	short	12
5_4617702_4617703	m6A	426.5	AT5G14320	3'UTR	492.8049392	447.21490208676	0.0120216034780013	short	26
1_24540680_24540681	m6A	685.5	AT1G65930	CDS	348.4411429	270.239698838551	0.00554790820337998	medium	57
5_14999144_14999145	m6A	80	AT5G37770	CDS	21.25697438	51.4596924762182	0.0191128741435269	medium	92
1_26363628_26363629	m6A	56	AT1G70000	3'UTR	38.733346	26.1632442496797	0.105647844723475	medium	100
1_17868261_17868262	m6A	704.5	AT1G48350	CDS	507.9974876	371.20128827896	0.0230174826043447	short	28
4_13286022_13286023	m6A	302	AT4G26230	5'UTR	108.6738445	268.001605214523	0.00410172348936684	short	32
3_18922130_18922131	m6A	30	AT3G50910	3'UTR	448.9242513	18.1095926411565	0.23415282357037	short	18
1_14158550_14158551	m6A	326	AT1G37130	5'UTR	23.47065464	189.010226357868	0.00320176039871788	short	31
1_10286568_10286569	m6A	43.5	AT1G29390	CDS	524.3613007	55.2238578811187	0.207694929577071	medium	85
1_18035978_18035979	m6A	79.5	AT1G48750	5'UTR	63.11982772	0	0.011536545128171	short	49
5_4825256_4825257	m6A	270	AT5G14910	3'UTR	288.7342105	215.399742083613	0.00673373533920963	long	110
5_17979652_17979653	m6A	387	AT5G44580	CDS	709.2873552	249.123737098245	0.00835202140171714	long	105
3_2826142_2826143	m6A	78	AT3G09210	CDS	116.0359834	75.962122526207	0.0973162293802353	medium	73
5_23080027_23080028	m6A	41.5	AT5G57030	3'UTR	77.80634541	44.6850219515256	0.124055030716417	medium	58
3_2079871_2079872	m6A	132.5	AT3G06650	CDS	385.0030607	70.2663775334669	0.0629791205422435	long	146
3_18504778_18504779	m6A	1045.5	AT3G49910	3'UTR	204.5225086	794.775626979685	0.00651323098862025	medium	96
2_630980_630981	m6A	83	AT2G02390	3'UTR	949.0322407	47.7803788748421	0.131131876392104	long	118
4_17776790_17776791	m6A	726.5	AT4G37800	CDS	265.6661522	284.556842140298	0.00348263805281881	short	20
4_5849588_5849589	m6A	36.5	AT4G09180	3'UTR	86.00730775	8.55068847273722	0.15280051302081	short	32
2_1121920_1121921	m6A	353.5	AT2G03680	3'UTR	1040.269123	194.805490246276	0.0527148919120417	short	46
2_17946977_17946978	m6A	640	AT2G43150	3'UTR	487.168629	321.547631590622	0.00639252810836246	medium	64
3_5802831_5802832	m6A	170	AT3G17020	CDS	5476.984242	139.465903491914	0.113774729038351	short	0
2_18074279_18074280	m6A	214.5	AT2G43560	CDS	65.59366143	95.2779184046026	0.00433054814504646	long	138
5_7167229_7167230	m6A	23.5	AT5G21090	3'UTR	5.64126e+19	259.559443236417	0.059439498101787	short	0
2_9624064_9624065	m6A	37	AT2G22640	3'UTR	85.60105518	19.5158514302739	0.231169848452378	medium	61
4_8242663_8242664	m6A	606.5	AT4G14320	3'UTR	683.2563446	452.861223808229	0.0160936228093785	medium	94
5_4388346_4388347	m6A	1237.5	AT5G13630	CDS	267.9811755	724.016014497652	0.00216570457661676	medium	63
4_7606848_7606849	m6A	41	AT4G13020	3'UTR	91.50422039	24.3023744981105	0.027526395173454	medium	97
5_5908324_5908325	m6A	22	AT5G17870	3'UTR	172.8682319	657.988759329756	0.0116698040606504	short	8
5_360910_360911	m6A	50.5	AT5G01920	3'UTR	48.6847007	37.1284072072164	0.0182696233852039	short	20
3_19235800_19235801	m6A	38.5	AT3G51850	3'UTR	194.055949	29.3172370523337	0.197547467800352	long	128
5_22935763_22935764	m6A	656.5	AT5G56670	CDS	374.8059245	457.203455363321	0.0418941086918022	medium	76
1_20414505_20414506	m6A	72	AT1G54690	3'UTR	74.75324529	74.0630776802641	0.0459428541175195	medium	54
3_21428704_21428705	m6A	293	AT3G57870	3'UTR	261.2261069	128.316894960075	0.00660937091004275	long	121
